IMAGE_index, class, x, y
0036554, 0, 0.4765625, 0.5390625
0036554, 2, 0.7265625, 0.0078125
0036554, 3, 0.1015625, 0.4921875
0036554, 7, 0.2421875, 0.7421875
0036559, 2, 0.2265625, 0.3203125
0036559, 2, 0.1484375, 0.6171875
0036559, 3, 0.7265625, 0.0078125
0036559, 8, 0.6640625, 0.3984375
0036561, 2, 0.4453125, 0.1640625
0036561, 5, 0.2890625, 0.7734375
0036561, 6, 0.0390625, 0.4453125
0036561, 8, 0.6015625, 0.7265625
0036562, 0, 0.7578125, 0.5859375
0036562, 1, 0.5859375, 0.0390625
0036562, 2, 0.1796875, 0.2109375
0036562, 7, 0.2421875, 0.4296875
0036576, 2, 0.2109375, 0.1796875
0036576, 7, 0.4609375, 0.6328125
0036576, 8, 0.2109375, 0.5859375
0036576, 9, 0.6953125, 0.2265625
0036579, 2, 0.3046875, 0.6484375
0036579, 9, 0.0546875, 0.0234375
0036584, 2, 0.0703125, 0.5390625
0036584, 2, 0.4921875, 0.6171875
0036584, 3, 0.5859375, 0.0390625
0036592, 2, 0.4765625, 0.6796875
0036592, 7, 0.3984375, 0.0859375
0036593, 2, 0.4921875, 0.2734375
0036593, 2, 0.4921875, 0.6796875
0036593, 6, 0.1328125, 0.2578125
0036593, 7, 0.1953125, 0.5546875
0036594, 2, 0.4453125, 0.3828125
0036594, 2, 0.4453125, 0.7734375
0036594, 6, 0.0859375, 0.4921875
0036600, 2, 0.3984375, 0.3046875
0036600, 2, 0.1640625, 0.5234375
0036600, 6, 0.7265625, 0.3203125
0036600, 9, 0.1328125, 0.0859375
0036601, 0, 0.2265625, 0.7421875
0036601, 1, 0.5546875, 0.1015625
0036601, 2, 0.3203125, 0.1640625
0036601, 4, 0.5390625, 0.4453125
0036606, 2, 0.4453125, 0.7421875
0036606, 6, 0.4140625, 0.2890625
0036606, 6, 0.0390625, 0.4140625
0036606, 7, 0.7109375, 0.7421875
0036607, 0, 0.0546875, 0.5234375
0036607, 2, 0.6796875, 0.4609375
0036607, 3, 0.6015625, 0.0546875
0036607, 3, 0.0390625, 0.0703125
0036613, 1, 0.7734375, 0.4296875
0036613, 2, 0.3828125, 0.4296875
0036613, 4, 0.6328125, 0.7109375
0036613, 8, 0.0703125, 0.4453125
0036615, 2, 0.2734375, 0.0859375
0036615, 7, 0.3671875, 0.6953125
0036617, 0, 0.6953125, 0.0703125
0036617, 2, 0.7109375, 0.6328125
0036621, 1, 0.2109375, 0.1015625
0036621, 2, 0.5234375, 0.1640625
0036621, 5, 0.7734375, 0.6640625
0036636, 2, 0.3515625, 0.3046875
0036636, 3, 0.6171875, 0.5703125
0036636, 5, 0.1640625, 0.5703125
0036636, 6, 0.0078125, 0.3359375
0036647, 1, 0.7578125, 0.6015625
0036647, 2, 0.0703125, 0.6328125
0036647, 3, 0.4140625, 0.4140625
0036647, 9, 0.6796875, 0.0234375
0036651, 2, 0.3046875, 0.1796875
0036651, 5, 0.0859375, 0.7578125
0036651, 7, 0.0859375, 0.4296875
0036663, 2, 0.5546875, 0.6015625
0036663, 3, 0.4765625, 0.0078125
0036663, 9, 0.0078125, 0.1640625
0036663, 9, 0.1015625, 0.5859375
0036669, 0, 0.3046875, 0.4296875
0036669, 1, 0.7578125, 0.3359375
0036669, 2, 0.0703125, 0.6796875
0036669, 9, 0.0078125, 0.2421875
0036675, 2, 0.1328125, 0.6953125
0036675, 4, 0.5859375, 0.4296875
0036681, 0, 0.6640625, 0.7734375
0036681, 2, 0.1171875, 0.4296875
0036693, 2, 0.1796875, 0.4765625
0036693, 2, 0.1484375, 0.7109375
0036693, 4, 0.7578125, 0.6484375
0036693, 7, 0.1015625, 0.0078125
0036694, 0, 0.6953125, 0.1796875
0036694, 2, 0.6796875, 0.4921875
0036694, 7, 0.0859375, 0.6953125
0036694, 8, 0.3828125, 0.0859375
0036702, 2, 0.4765625, 0.7421875
0036702, 7, 0.2265625, 0.5546875
0036709, 2, 0.4765625, 0.7265625
0036709, 6, 0.4140625, 0.4609375
0036714, 1, 0.0234375, 0.2578125
0036714, 2, 0.5546875, 0.5859375
0036714, 2, 0.0390625, 0.7421875
0036714, 8, 0.2421875, 0.6171875
0036717, 2, 0.4765625, 0.1796875
0036717, 9, 0.3515625, 0.5078125
0036718, 0, 0.6484375, 0.6640625
0036718, 2, 0.2109375, 0.0703125
0036718, 2, 0.4140625, 0.3671875
0036718, 9, 0.1328125, 0.3671875
0036720, 2, 0.6953125, 0.5234375
0036720, 8, 0.2890625, 0.5859375
0036721, 1, 0.0078125, 0.6640625
0036721, 2, 0.4140625, 0.3984375
0036721, 9, 0.2578125, 0.1171875
0036721, 9, 0.2734375, 0.7421875
0036726, 0, 0.5234375, 0.7421875
0036726, 2, 0.6015625, 0.0859375
0036726, 2, 0.0546875, 0.1796875
0036726, 6, 0.6796875, 0.5078125
0036727, 2, 0.3515625, 0.2734375
0036727, 6, 0.6796875, 0.4140625
0036728, 2, 0.3359375, 0.0234375
0036728, 2, 0.2890625, 0.3984375
0036728, 6, 0.6015625, 0.2109375
0036728, 9, 0.0078125, 0.3203125
0036737, 2, 0.7109375, 0.0078125
0036737, 2, 0.3515625, 0.2421875
0036737, 7, 0.1796875, 0.7734375
0036737, 8, 0.4140625, 0.6484375
0036745, 0, 0.1796875, 0.6484375
0036745, 1, 0.6171875, 0.4453125
0036745, 2, 0.1015625, 0.1953125
0036745, 9, 0.5546875, 0.2265625
0036764, 2, 0.3671875, 0.7109375
0036764, 5, 0.5859375, 0.7265625
0036765, 0, 0.5078125, 0.1328125
0036765, 0, 0.3046875, 0.5546875
0036765, 2, 0.0546875, 0.0390625
0036765, 2, 0.6796875, 0.6640625
0036766, 2, 0.0859375, 0.0703125
0036766, 8, 0.5390625, 0.1015625
0036766, 9, 0.2578125, 0.5390625
0036774, 2, 0.5078125, 0.1484375
0036774, 3, 0.0390625, 0.2890625
0036774, 3, 0.3203125, 0.4921875
0036794, 2, 0.4609375, 0.7265625
0036794, 8, 0.2421875, 0.6015625
0036795, 2, 0.0078125, 0.4296875
0036795, 2, 0.5078125, 0.4609375
0036795, 9, 0.1015625, 0.0859375
0036795, 9, 0.6484375, 0.0859375
0036796, 2, 0.0078125, 0.1640625
0036796, 5, 0.7734375, 0.7421875
0036803, 2, 0.3359375, 0.0390625
0036803, 2, 0.5546875, 0.3984375
0036803, 8, 0.6328125, 0.7109375
0036811, 2, 0.7421875, 0.5546875
0036811, 4, 0.1953125, 0.7421875
0036811, 7, 0.2265625, 0.2109375
0036816, 2, 0.0234375, 0.2421875
0036816, 2, 0.0546875, 0.7578125
0036816, 7, 0.0234375, 0.5078125
0036816, 9, 0.3359375, 0.5234375
0036818, 0, 0.3359375, 0.0234375
0036818, 2, 0.5078125, 0.3515625
0036818, 9, 0.1171875, 0.4140625
0036821, 2, 0.1796875, 0.7265625
0036821, 5, 0.5546875, 0.4140625
0036821, 7, 0.6796875, 0.7734375
0036821, 8, 0.6640625, 0.0859375
0036824, 2, 0.6328125, 0.5390625
0036824, 4, 0.0078125, 0.2890625
0036824, 5, 0.1171875, 0.6953125
0036825, 1, 0.2265625, 0.4609375
0036825, 2, 0.3828125, 0.0703125
0036825, 2, 0.6796875, 0.6796875
0036825, 7, 0.2890625, 0.7734375
0036829, 2, 0.0546875, 0.4765625
0036829, 7, 0.6953125, 0.5703125
0036829, 8, 0.1953125, 0.2265625
0036836, 2, 0.3203125, 0.0078125
0036836, 2, 0.6640625, 0.2265625
0036836, 8, 0.3984375, 0.5234375
0036839, 2, 0.1796875, 0.4140625
0036839, 8, 0.2578125, 0.7734375
0036842, 2, 0.2421875, 0.5234375
0036842, 2, 0.6953125, 0.5390625
0036842, 3, 0.2421875, 0.0546875
0036843, 2, 0.6328125, 0.1953125
0036843, 6, 0.6796875, 0.4921875
0036850, 0, 0.7578125, 0.0390625
0036850, 1, 0.2890625, 0.6328125
0036850, 2, 0.0078125, 0.7265625
0036850, 7, 0.6640625, 0.3359375
0036851, 0, 0.2421875, 0.3515625
0036851, 2, 0.6171875, 0.4765625
0036851, 5, 0.0859375, 0.0078125
0036859, 0, 0.1015625, 0.7578125
0036859, 1, 0.5390625, 0.3359375
0036859, 2, 0.6953125, 0.6796875
0036859, 4, 0.2109375, 0.4765625
0036860, 1, 0.6796875, 0.5703125
0036860, 2, 0.5859375, 0.2890625
0036860, 5, 0.7109375, 0.0078125
0036871, 0, 0.6171875, 0.1328125
0036871, 2, 0.0859375, 0.1171875
0036871, 6, 0.3046875, 0.3671875
0036871, 9, 0.7421875, 0.4609375
0036880, 2, 0.4609375, 0.2421875
0036880, 5, 0.6640625, 0.7578125
0036880, 6, 0.2421875, 0.3515625
0036880, 9, 0.6328125, 0.4609375
0036886, 0, 0.4453125, 0.0078125
0036886, 0, 0.0546875, 0.1640625
0036886, 2, 0.7734375, 0.0859375
0036886, 4, 0.2109375, 0.7109375
0036890, 1, 0.5703125, 0.2421875
0036890, 2, 0.4140625, 0.6484375
0036890, 7, 0.1640625, 0.6640625
0036890, 8, 0.2734375, 0.1484375
0036891, 2, 0.1171875, 0.6484375
0036891, 6, 0.1953125, 0.2421875
0036891, 7, 0.0703125, 0.0390625
0036894, 2, 0.7578125, 0.7421875
0036894, 7, 0.7109375, 0.4140625
0036904, 2, 0.6015625, 0.5234375
0036904, 5, 0.5390625, 0.0390625
0036904, 6, 0.0390625, 0.3515625
0036904, 7, 0.1953125, 0.6484375
0036906, 2, 0.3671875, 0.2578125
0036906, 3, 0.7109375, 0.1640625
0036906, 4, 0.7578125, 0.4921875
0036910, 2, 0.7421875, 0.2109375
0036910, 5, 0.3515625, 0.1640625
0036911, 2, 0.6328125, 0.5703125
0036911, 3, 0.2265625, 0.6015625
0036911, 4, 0.4453125, 0.0546875
0036911, 9, 0.3359375, 0.2890625
0036920, 0, 0.1796875, 0.2109375
0036920, 2, 0.5859375, 0.5859375
0036922, 1, 0.6171875, 0.6953125
0036922, 2, 0.2890625, 0.4453125
0036929, 1, 0.3671875, 0.7734375
0036929, 2, 0.1171875, 0.3984375
0036929, 7, 0.6015625, 0.3359375
0036929, 7, 0.5390625, 0.5546875
0036930, 0, 0.0390625, 0.0703125
0036930, 2, 0.7734375, 0.6796875
0036930, 5, 0.6953125, 0.0234375
0036930, 5, 0.3984375, 0.3984375
0036938, 2, 0.4296875, 0.5859375
0036938, 8, 0.6640625, 0.5390625
0036940, 0, 0.2890625, 0.6328125
0036940, 2, 0.1015625, 0.0234375
0036946, 0, 0.0390625, 0.2109375
0036946, 2, 0.4296875, 0.1328125
0036946, 4, 0.0234375, 0.6015625
0036946, 5, 0.7421875, 0.5859375
0036949, 1, 0.4140625, 0.1015625
0036949, 2, 0.7421875, 0.1171875
0036949, 2, 0.1484375, 0.6796875
0036949, 8, 0.6953125, 0.6640625
0036960, 2, 0.2265625, 0.3046875
0036960, 2, 0.7578125, 0.5703125
0036960, 5, 0.4765625, 0.6015625
0036960, 9, 0.5703125, 0.0546875
0036963, 2, 0.7109375, 0.7734375
0036963, 7, 0.4765625, 0.0390625
0036963, 8, 0.7265625, 0.1015625
0036963, 9, 0.0859375, 0.2109375
0036971, 0, 0.1015625, 0.0859375
0036971, 2, 0.7734375, 0.1171875
0036973, 1, 0.7265625, 0.1171875
0036973, 2, 0.7109375, 0.5703125
0036973, 3, 0.0859375, 0.1640625
0036973, 5, 0.2734375, 0.6953125
0036975, 2, 0.7109375, 0.0234375
0036975, 2, 0.6015625, 0.2578125
0036976, 2, 0.1015625, 0.0859375
0036976, 2, 0.6015625, 0.6328125
0036976, 2, 0.3203125, 0.6484375
0036976, 7, 0.0703125, 0.6171875
0036978, 0, 0.0859375, 0.4453125
0036978, 2, 0.1640625, 0.0234375
0036981, 2, 0.3828125, 0.0859375
0036981, 9, 0.7265625, 0.1171875
0036982, 1, 0.3828125, 0.0390625
0036982, 2, 0.1171875, 0.0078125
0036982, 9, 0.0234375, 0.5703125
0036985, 2, 0.2890625, 0.1328125
0036985, 8, 0.7265625, 0.5703125
0037007, 2, 0.1015625, 0.4765625
0037007, 4, 0.5078125, 0.2578125
0037008, 1, 0.2734375, 0.3671875
0037008, 2, 0.4140625, 0.1171875
0037008, 2, 0.6640625, 0.5546875
0037012, 2, 0.7109375, 0.0703125
0037012, 3, 0.3046875, 0.6640625
0037012, 5, 0.5859375, 0.7109375
0037012, 6, 0.6171875, 0.4453125
0037013, 2, 0.5234375, 0.5078125
0037013, 3, 0.2734375, 0.7421875
0037013, 9, 0.7109375, 0.1796875
0037013, 9, 0.2578125, 0.3671875
0037018, 2, 0.3515625, 0.6171875
0037018, 4, 0.0078125, 0.3515625
0037018, 8, 0.7734375, 0.1953125
0037018, 9, 0.1171875, 0.0703125
0037019, 2, 0.4765625, 0.1640625
0037019, 7, 0.3046875, 0.6796875
0037019, 9, 0.7734375, 0.4453125
0037019, 9, 0.5546875, 0.7578125
0037033, 1, 0.7734375, 0.4296875
0037033, 2, 0.4921875, 0.5390625
0037033, 3, 0.0703125, 0.3984375
0037033, 5, 0.7265625, 0.0234375
0037034, 0, 0.1015625, 0.7578125
0037034, 2, 0.1015625, 0.2109375
0037034, 2, 0.5546875, 0.7421875
0037034, 9, 0.5546875, 0.4921875
0037037, 0, 0.1015625, 0.6015625
0037037, 2, 0.2578125, 0.0234375
0037037, 5, 0.7109375, 0.1171875
0037037, 6, 0.2109375, 0.3359375
0037040, 2, 0.6328125, 0.3515625
0037040, 2, 0.5859375, 0.5703125
0037040, 4, 0.2109375, 0.2578125
0037041, 2, 0.7265625, 0.6484375
0037041, 8, 0.0546875, 0.2578125
0037041, 8, 0.2890625, 0.4140625
0037041, 8, 0.1171875, 0.6953125
0037047, 2, 0.5546875, 0.3671875
0037047, 2, 0.2109375, 0.6328125
0037047, 3, 0.3203125, 0.2890625
0037047, 4, 0.2421875, 0.0078125
0037056, 2, 0.1328125, 0.0546875
0037056, 2, 0.4765625, 0.5703125
0037056, 3, 0.6796875, 0.1328125
0037056, 5, 0.4453125, 0.0078125
0037068, 1, 0.3046875, 0.6953125
0037068, 2, 0.7734375, 0.1171875
0037085, 2, 0.4609375, 0.5703125
0037085, 6, 0.1484375, 0.2265625
0037085, 7, 0.2109375, 0.7578125
0037085, 8, 0.6796875, 0.2578125
0037089, 2, 0.2578125, 0.5078125
0037089, 4, 0.3515625, 0.1171875
0037101, 1, 0.1171875, 0.4921875
0037101, 2, 0.4921875, 0.2734375
0037102, 2, 0.3203125, 0.0859375
0037102, 3, 0.6796875, 0.7265625
0037107, 2, 0.7734375, 0.6015625
0037107, 3, 0.3515625, 0.3359375
0037107, 8, 0.7578125, 0.2578125
0037127, 2, 0.2890625, 0.5390625
0037127, 2, 0.0546875, 0.6171875
0037127, 6, 0.5390625, 0.6484375
0037127, 9, 0.0859375, 0.1796875
0037129, 2, 0.0546875, 0.1171875
0037129, 4, 0.4609375, 0.2734375
0037133, 2, 0.7109375, 0.1640625
0037133, 2, 0.1171875, 0.6953125
0037133, 4, 0.1015625, 0.4140625
0037135, 2, 0.0390625, 0.5390625
0037135, 4, 0.2734375, 0.3046875
0037135, 7, 0.6484375, 0.7265625
0037137, 1, 0.5234375, 0.3203125
0037137, 2, 0.0078125, 0.1015625
0037138, 2, 0.6015625, 0.7109375
0037138, 7, 0.3515625, 0.0234375
0037138, 7, 0.0078125, 0.1015625
0037138, 8, 0.7578125, 0.4609375
0037139, 2, 0.0859375, 0.2109375
0037139, 8, 0.1484375, 0.7734375
0037142, 2, 0.2890625, 0.6484375
0037142, 3, 0.7421875, 0.7578125
0037142, 5, 0.0234375, 0.0703125
0037142, 9, 0.2890625, 0.3984375
0037151, 2, 0.4921875, 0.0546875
0037151, 2, 0.6328125, 0.5859375
0037156, 2, 0.2890625, 0.0546875
0037156, 2, 0.0078125, 0.2890625
0037156, 6, 0.2734375, 0.3359375
0037156, 7, 0.7578125, 0.2578125
0037157, 2, 0.0234375, 0.2734375
0037157, 7, 0.2109375, 0.6953125
0037157, 8, 0.3046875, 0.4921875
0037157, 9, 0.6953125, 0.6484375
0037162, 2, 0.2890625, 0.1953125
0037162, 7, 0.6171875, 0.4140625
0037163, 2, 0.4296875, 0.0859375
0037163, 6, 0.1015625, 0.7578125
0037163, 9, 0.0703125, 0.0859375
0037163, 9, 0.0390625, 0.3515625
0037178, 1, 0.0234375, 0.5390625
0037178, 2, 0.4609375, 0.0546875
0037178, 3, 0.3359375, 0.4765625
0037178, 3, 0.4765625, 0.7421875
0037185, 2, 0.6015625, 0.2109375
0037185, 2, 0.0859375, 0.5546875
0037187, 0, 0.0390625, 0.1015625
0037187, 2, 0.2890625, 0.5390625
0037187, 9, 0.4921875, 0.3046875
0037190, 2, 0.3046875, 0.0234375
0037190, 7, 0.0234375, 0.0546875
0037190, 9, 0.6796875, 0.1171875
0037190, 9, 0.1640625, 0.5234375
0037191, 0, 0.7578125, 0.0703125
0037191, 2, 0.4140625, 0.7265625
0037191, 2, 0.6328125, 0.7578125
0037191, 3, 0.0546875, 0.2421875
0037194, 0, 0.4453125, 0.2109375
0037194, 2, 0.7109375, 0.3984375
0037194, 2, 0.0390625, 0.6171875
0037194, 2, 0.4453125, 0.7578125
0037199, 2, 0.5546875, 0.5234375
0037199, 5, 0.2890625, 0.0390625
0037199, 6, 0.6796875, 0.7421875
0037199, 8, 0.1015625, 0.5546875
0037204, 2, 0.3671875, 0.5390625
0037204, 4, 0.2890625, 0.0078125
0037204, 7, 0.7734375, 0.3984375
0037213, 2, 0.1015625, 0.3203125
0037213, 2, 0.2890625, 0.6015625
0037213, 8, 0.7578125, 0.3671875
0037218, 2, 0.5078125, 0.3828125
0037218, 6, 0.2421875, 0.2578125
0037220, 2, 0.5859375, 0.1015625
0037220, 2, 0.6953125, 0.4296875
0037220, 3, 0.3515625, 0.6484375
0037220, 7, 0.0234375, 0.3203125
0037225, 2, 0.4453125, 0.6953125
0037225, 5, 0.5390625, 0.2265625
0037227, 2, 0.2109375, 0.0234375
0037227, 6, 0.4296875, 0.2109375
0037228, 2, 0.7421875, 0.7265625
0037228, 8, 0.4296875, 0.0234375
0037232, 2, 0.1953125, 0.3046875
0037232, 7, 0.1171875, 0.0859375
0037232, 7, 0.5078125, 0.3515625
0037233, 1, 0.6796875, 0.4765625
0037233, 2, 0.3515625, 0.4921875
0037233, 5, 0.5859375, 0.0234375
0037233, 5, 0.2265625, 0.2578125
0037234, 2, 0.1796875, 0.5703125
0037234, 8, 0.7265625, 0.6328125
0037234, 9, 0.2109375, 0.0390625
0037235, 2, 0.3359375, 0.5234375
0037235, 2, 0.5703125, 0.5546875
0037235, 3, 0.7265625, 0.0390625
0037235, 5, 0.0234375, 0.0546875
0037238, 0, 0.2578125, 0.1171875
0037238, 1, 0.3515625, 0.7109375
0037238, 2, 0.5703125, 0.4609375
0037238, 3, 0.2421875, 0.3515625
0037242, 2, 0.7109375, 0.0390625
0037242, 6, 0.2890625, 0.7109375
0037247, 1, 0.3203125, 0.2890625
0037247, 1, 0.7421875, 0.6171875
0037247, 3, 0.1640625, 0.0390625
0037247, 8, 0.6484375, 0.0390625
0037248, 3, 0.3828125, 0.4765625
0037248, 8, 0.2890625, 0.1640625
0037256, 0, 0.4765625, 0.1640625
0037256, 1, 0.0390625, 0.1328125
0037256, 2, 0.3984375, 0.7578125
0037256, 3, 0.0234375, 0.7421875
0037258, 3, 0.6171875, 0.0078125
0037258, 5, 0.3515625, 0.6953125
0037258, 7, 0.5859375, 0.5078125
0037258, 9, 0.0859375, 0.2578125
0037265, 2, 0.7421875, 0.2578125
0037265, 3, 0.3203125, 0.7578125
0037265, 4, 0.4609375, 0.1171875
0037265, 6, 0.6015625, 0.6328125
0037278, 3, 0.5546875, 0.1953125
0037278, 3, 0.1171875, 0.7578125
0037278, 5, 0.5390625, 0.6484375
0037278, 8, 0.1796875, 0.0078125
0037280, 3, 0.0703125, 0.0546875
0037280, 5, 0.3359375, 0.1796875
0037282, 1, 0.3984375, 0.1484375
0037282, 3, 0.2890625, 0.6015625
0037282, 3, 0.5390625, 0.6953125
0037282, 7, 0.1796875, 0.2734375
0037292, 3, 0.6015625, 0.2578125
0037292, 5, 0.5390625, 0.6953125
0037292, 6, 0.1953125, 0.0390625
0037292, 9, 0.0390625, 0.3203125
0037293, 1, 0.5078125, 0.1953125
0037293, 3, 0.1015625, 0.0078125
0037293, 8, 0.2421875, 0.2265625
0037300, 0, 0.2578125, 0.6796875
0037300, 3, 0.0234375, 0.6640625
0037300, 8, 0.5234375, 0.1328125
0037300, 9, 0.6171875, 0.3359375
0037311, 1, 0.7265625, 0.3984375
0037311, 3, 0.5078125, 0.0546875
0037311, 3, 0.4453125, 0.7734375
0037311, 8, 0.2109375, 0.3359375
0037314, 0, 0.6484375, 0.1328125
0037314, 3, 0.2265625, 0.0546875
0037314, 6, 0.0078125, 0.1953125
0037314, 6, 0.5078125, 0.5234375
0037324, 0, 0.1953125, 0.2421875
0037324, 3, 0.7109375, 0.6484375
0037324, 7, 0.2265625, 0.5546875
0037324, 9, 0.6171875, 0.2421875
0037330, 3, 0.2734375, 0.1953125
0037330, 5, 0.7109375, 0.1015625
0037330, 6, 0.4609375, 0.4765625
0037330, 6, 0.0546875, 0.7734375
0037336, 0, 0.0546875, 0.0546875
0037336, 0, 0.6328125, 0.4296875
0037336, 3, 0.1640625, 0.4609375
0037336, 8, 0.0078125, 0.7578125
0037339, 0, 0.6484375, 0.0234375
0037339, 3, 0.4296875, 0.2421875
0037341, 0, 0.5078125, 0.2578125
0037341, 1, 0.1953125, 0.5703125
0037341, 3, 0.7734375, 0.0546875
0037341, 9, 0.1328125, 0.0703125
0037344, 3, 0.2265625, 0.7265625
0037344, 4, 0.3671875, 0.0390625
0037344, 6, 0.4921875, 0.2578125
0037344, 7, 0.7109375, 0.5078125
0037345, 1, 0.7265625, 0.3984375
0037345, 3, 0.7734375, 0.6953125
0037345, 5, 0.4765625, 0.2578125
0037345, 8, 0.3359375, 0.7421875
0037349, 0, 0.7265625, 0.3203125
0037349, 3, 0.5546875, 0.6171875
0037349, 4, 0.1796875, 0.2890625
0037349, 8, 0.6796875, 0.1015625
0037353, 0, 0.4453125, 0.2109375
0037353, 3, 0.1640625, 0.4296875
0037353, 8, 0.1015625, 0.0234375
0037353, 9, 0.6015625, 0.5546875
0037354, 3, 0.7578125, 0.1328125
0037354, 3, 0.2890625, 0.2421875
0037370, 0, 0.6171875, 0.6328125
0037370, 3, 0.6796875, 0.0234375
0037370, 4, 0.0859375, 0.4453125
0037370, 8, 0.4609375, 0.0078125
0037374, 1, 0.4765625, 0.0546875
0037374, 3, 0.0390625, 0.5546875
0037374, 9, 0.6953125, 0.6953125
0037379, 0, 0.1171875, 0.0234375
0037379, 0, 0.3984375, 0.0703125
0037379, 0, 0.4921875, 0.5390625
0037379, 3, 0.7578125, 0.5859375
0037380, 3, 0.6640625, 0.6015625
0037380, 5, 0.2890625, 0.1640625
0037382, 3, 0.3515625, 0.3671875
0037382, 7, 0.4140625, 0.0078125
0037382, 8, 0.0234375, 0.0390625
0037382, 8, 0.4921875, 0.7578125
0037390, 1, 0.7421875, 0.5859375
0037390, 3, 0.2578125, 0.3828125
0037390, 4, 0.0390625, 0.4453125
0037390, 6, 0.0390625, 0.7265625
0037400, 1, 0.1953125, 0.6015625
0037400, 3, 0.4765625, 0.0078125
0037400, 7, 0.0234375, 0.1953125
0037400, 8, 0.2421875, 0.3828125
0037403, 0, 0.4609375, 0.1171875
0037403, 1, 0.0546875, 0.5234375
0037403, 3, 0.6484375, 0.3671875
0037407, 2, 0.4921875, 0.3984375
0037407, 3, 0.2421875, 0.3515625
0037407, 3, 0.4296875, 0.6953125
0037407, 9, 0.3359375, 0.0390625
0037408, 0, 0.7734375, 0.6640625
0037408, 3, 0.0546875, 0.1484375
0037423, 3, 0.7734375, 0.7265625
0037423, 7, 0.0703125, 0.6796875
0037423, 7, 0.5546875, 0.6796875
0037423, 8, 0.5234375, 0.0859375
0037424, 3, 0.1328125, 0.5703125
0037424, 7, 0.7421875, 0.1171875
0037424, 9, 0.1328125, 0.1640625
0037424, 9, 0.5078125, 0.3046875
0037430, 1, 0.6640625, 0.2109375
0037430, 1, 0.5234375, 0.7109375
0037430, 3, 0.1953125, 0.1171875
0037430, 7, 0.2734375, 0.4296875
0037441, 2, 0.5859375, 0.4453125
0037441, 3, 0.1640625, 0.3828125
0037452, 1, 0.7421875, 0.1015625
0037452, 3, 0.4453125, 0.2265625
0037452, 3, 0.6484375, 0.7265625
0037452, 5, 0.7734375, 0.4921875
0037457, 3, 0.7109375, 0.1484375
0037457, 8, 0.4296875, 0.4140625
0037459, 0, 0.2421875, 0.7578125
0037459, 1, 0.2265625, 0.0546875
0037459, 3, 0.5234375, 0.1796875
0037459, 6, 0.6328125, 0.4140625
0037461, 1, 0.4609375, 0.0390625
0037461, 3, 0.1484375, 0.4140625
0037461, 4, 0.1484375, 0.7734375
0037461, 7, 0.4921875, 0.5390625
0037476, 0, 0.3359375, 0.2734375
0037476, 1, 0.1171875, 0.4765625
0037476, 3, 0.0078125, 0.0859375
0037476, 9, 0.3828125, 0.5078125
0037484, 3, 0.3515625, 0.3828125
0037484, 5, 0.6484375, 0.1640625
0037491, 0, 0.1328125, 0.3671875
0037491, 3, 0.6328125, 0.4140625
0037491, 4, 0.3671875, 0.1015625
0037491, 7, 0.0703125, 0.6796875
0037501, 3, 0.3203125, 0.7421875
0037501, 4, 0.7421875, 0.3828125
0037501, 8, 0.6328125, 0.0390625
0037502, 1, 0.5546875, 0.6796875
0037502, 2, 0.2109375, 0.3984375
0037502, 2, 0.0078125, 0.5234375
0037502, 3, 0.0234375, 0.0078125
0037505, 3, 0.3984375, 0.3828125
0037505, 9, 0.1171875, 0.1640625
0037506, 3, 0.6796875, 0.2421875
0037506, 5, 0.1640625, 0.0546875
0037506, 9, 0.2578125, 0.3984375
0037506, 9, 0.0234375, 0.6328125
0037516, 3, 0.6328125, 0.2265625
0037516, 3, 0.3515625, 0.3046875
0037516, 8, 0.0078125, 0.1640625
0037516, 8, 0.3984375, 0.7578125
0037518, 3, 0.3671875, 0.0390625
0037518, 4, 0.3828125, 0.3828125
0037518, 5, 0.6171875, 0.4609375
0037518, 7, 0.1015625, 0.3984375
0037529, 3, 0.5546875, 0.1953125
0037529, 5, 0.3515625, 0.4609375
0037529, 8, 0.7734375, 0.7421875
0037529, 9, 0.0234375, 0.2734375
0037532, 0, 0.0546875, 0.4453125
0037532, 3, 0.1171875, 0.1015625
0037532, 6, 0.3203125, 0.7578125
0037532, 7, 0.6171875, 0.4765625
0037533, 0, 0.3671875, 0.5390625
0037533, 3, 0.0390625, 0.0234375
0037536, 3, 0.1015625, 0.6015625
0037536, 5, 0.6640625, 0.3671875
0037540, 3, 0.7265625, 0.1484375
0037540, 4, 0.7109375, 0.7109375
0037540, 9, 0.3671875, 0.5234375
0037541, 0, 0.7578125, 0.6484375
0037541, 3, 0.3828125, 0.4765625
0037541, 5, 0.4140625, 0.2421875
0037541, 8, 0.6953125, 0.2265625
0037544, 3, 0.7265625, 0.7265625
0037544, 6, 0.6484375, 0.3671875
0037544, 7, 0.2265625, 0.0078125
0037544, 9, 0.4765625, 0.0703125
0037563, 0, 0.0390625, 0.3984375
0037563, 1, 0.6796875, 0.1953125
0037563, 3, 0.5078125, 0.6171875
0037563, 7, 0.0546875, 0.0859375
0037585, 1, 0.3671875, 0.0234375
0037585, 1, 0.6015625, 0.2421875
0037585, 3, 0.2265625, 0.5234375
0037591, 2, 0.1328125, 0.5546875
0037591, 3, 0.4609375, 0.1640625
0037591, 6, 0.4140625, 0.4765625
0037591, 8, 0.1015625, 0.1328125
0037601, 3, 0.0078125, 0.3828125
0037601, 6, 0.5390625, 0.7734375
